text,sentiment
office try solve mystery whose blood bathroom toilet eewwwww,neutral
aw love car soooo cute tonight love carlmy old sad nowlaugh loud,neutral
bryan hasnt reply wingnuts,neutral
watch southpark another minute,neutral
thanks amy video awesome see tmh amaze bouncy bouncy bouncy,positive
lmaoha not_i simply want go ny,positive
bore ca n't go habbo stupid ban,negative
try shoe new look,neutral
early wan na go back sleeep,neutral
n't think sister refusn get ticket next week,negative
oh wowhope ok u take vet,neutral
die wait magic jack read,neutral
ive wake,neutral
hahaha oh man please come pomona would love see everyday instead like year,positive
jon make one greatest dinner ever roast pork tenderloin bed wild rice bed mixed green yummy sauce not_wine,positive
nooooo raininghad leave beach,negative
shower class class take care ladyfriend write like not_tomorrow,positive
rockstar photographer shoot go great tonight little different usual stuff nice,positive
great pic try start sell race photo runner,positive
goodmorning twitter oh gosh wake soooo nice laugh loud oh hai thar twitterverse happy mothersday everybody especially mine,positive
dulay swear take hour get bel air alabang yes love reminisce hk trip,positive
hubby go pick fringe comic today store work store business not_comix houston web,neutral
world amazing,positive
not_idea im completely lose,negative
gadgetopia need dm youre not_follow send email,neutral
awww cutewish couldve go,positive
get cable set win get lock put door win feel tad neglect fail,neutral
think may look little silly also camera break not_photo,negative
great talk grace awesome god worksthat somehow start remote control work,positive
day beasted,negative
ill listen,neutral
oh nou n't hit family emergency lil delay ca n't wait see,neutral
sit home nothing gon na like weekend,neutral
oh nevermind think thing unsalvageable,negative
flew brisbane lax today great flight love light shame one drink limit though,neutral
think go sleep consider hav b,neutral
tell often wash hair would never not_speak,neutral
spend hour look blog topic end invent grrrr,negative
seem disappear life,negative
happy mother day mom every mom everywhere stroll beach laterhopefully,positive
ohhh wan na go gahhh dunnooooooo confuzzzledd,neutral
kittykat hello new follower haha ya,positive
haha best thing office birthday hey,positive
never not_know could miss phone much hour till tell wont back till,negative
lay aww well randomly wake ca n't sleep many thing mind,negative
thats already one proof theres nothing fair world,negative
go see long,neutral
better come time count else bam,positive
prd take long time review,neutral
u know kid not_what say well n't really,positive
ugh wan na play dnd know im go fail final need study,negative
hi thx follow teach chinese lesson youtube pls feel free look,positive
sad say im fat tear,negative
thank might take offer,neutral
im try find driver microsoft lifecam webcam ca n't find anywhere anyone link,negative
finally get lay bit major headache,negative
yes go see star trek sooooo much fun,positive
mitchel not_idea much want call cost load call england,neutral
stupid accidentally give honey atomic flavored buffalo wing stomach feel awful im sorry baby,negative
relax thank hope get put foot tomorrow enjoy day,positive
yessir right,positive
night,neutral
write music light final paper mozart eine kleine nashtmusik mom give handand im actually great time,positive
get crush issue tomorrow friend go india whole summer im back sad,negative
warm,neutral
ada acara menarik lain key vip di channel v ttg straight yg dikasih task approach stranger crowd hmm,neutral
well hit seeit depends,neutral
aww thanx andy,positive
goody bag car boot include cute cross stitch bird craft room man selling sweetie,positive
finish iron clothes church gon na walk dog grab showershave jottonia look good,positive
shower time,neutral
coooooooool dooooooooown patience virtue,positive
get ta drop car part buddy press dentist,neutral
ca n't call im work,neutral
go courthouse pay tag tax carsthis gon na expensive,negative
tired ready bed really mood salt pepper chicken wing noodle not_money chinese,negative
usual two family party today happy birthday lily,positive
herefinally yay seriously make day oh fellow hell ruler,neutral
goodnight magic pretty world,positive
doesnt hangover get ready good ol english fry,neutral
wait put story stereo skyline n't know put boooo,neutral
work,neutral
starbucks farrah,neutral
ginniejean theres lot mojo place yes,neutral
third date go wellmoving fourth,neutral
mad tire hols miss chomp chomp terribly,negative
finally start assignment,neutral
good morning ready start week,positive
ive read good thing bout not_feelin tonight proly finish tomorrow star trek,positive
glad im finally final,positive
watch thing comcast miss boo like crrrrrazy,negative
rain almost perfect day clothes wet,negative
yeah go day im try get back november mom super soak star weekend,neutral
miss u guy prob wont b bk til august sumtime come bk anytime ill sure let u kno,positive
okay make sure alright kk cuidalo let know hes got friend u aha,neutral
round way ahve copy public contact personal contact first not_big deal,neutral
try figure,neutral
ill update leave vet test xrays,neutral
go see hannah montana movie saturday love still ca n't work twitter though,neutral
laugh loud ive one im victim laugh loud,negative
would slip fall dirty school bathroom floor fml,negative
get confirm itï¿½s pizzatime ex coworkers fridaylooking forward,positive
well paisley one cone thing around headso funny feel bad,neutral
ugggh idk wan na stop get text twitterr ilse,negative
ca n't wait november jobros concert examination,positive
always end sell machine go back mac,neutral
come back watch terminator salvation cathay soso not_so much action feel sorry marcus though,negative
sit thru boring bit titanic waiting good bit start couple hour,neutral
fire urban rock challenge,neutral
ca n't believe thought morning shift today tell alex could take airport flight shift,negative
poor heather didnt make cheerleading squad im sorry babygirl maybe next year,negative
well,neutral
crazzyyyy summer cuz ci close rd,neutral
jus love doin night shiftswill hour,positive
morning tweepleway early,neutral
reupload thing,negative
know update really amuse prop auctionhow much baseship bed go,positive
love fact theres day school leave,positive
oh not_i hope not_bad,positive
awesomeam headin nite grad dinner c u boi hehe,positive
beery yeah little rough morning tonight tomorrow night go plan caloric intake chart,negative
aww congrats family send piccies email,positive
uber bore atm blue shower watch house vid csi csi ny bone double yay,positive
ca n't,neutral
strongly agree jason wolverine not_about hugh jackman sorry not_kid mouse,neutral
okay bby,neutral
okay okay sleep realz goodnight wave follower,positive
omg mom call im late go,negative
lose internet signal life go,negative
sorry didnt get chance chat caught glimpse across room drag home prematurely,negative
buckley good mate sadly couldnt get pissed tonight drive bad time,positive
bite tongue blood everywhere,negative
pull walmart aunt get go fell asleep hour later r laugh loud,neutral
search home thing cook dinner even mother day guess im eat,neutral
cute fun watch,positive
wake fell back sleep woke back sleep wake im stay awake morning,neutral
great weekend even though site not_move plenty thing learn keep faith look future,positive
